Feature,Importance
symptoms1_Hyperexcitability,0.0
symptoms1_Fluffed Feather,0.0
symptoms1_Fever,0.0
symptoms1_Convulsion,0.0
symptoms1_Difficulty in breathing,0.0
symptoms1_Drooping ears,0.0
symptoms1_Dizzines,0.0
symptoms1_Discomfort,0.0
symptoms1_Discharge From eyes,0.0
symptoms1_Discharge ,0.0
symptoms1_Difficulty in feeding,0.0
symptoms1_Diarrhea with muscus,0.0
symptoms1_Dullness,0.0
symptoms1_Dejection,0.0
symptoms1_Decreased milk,0.0
symptoms1_Decreased growth of bone,0.0
symptoms1_Decreased eyelid,0.0
symptoms1_Dark or black face,0.0
symptoms1_Coughing ,0.0
symptoms1_Drooping wings,0.0
symptoms1_Dyspnea,0.0
symptoms1_Fetopelvic dispropotion,0.0
symptoms1_Exessive Urination,0.0
symptoms1_Feather Loss,0.0
symptoms1_Fatty stool,0.0
symptoms1_Facial edema,0.0
symptoms1_Facial Swelling,0.0
symptoms1_Eye redness,0.0
symptoms1_Extreme thirst,0.0
symptoms1_Excitability,0.0
symptoms1_Edema,0.0
symptoms1_Excessive eye watering,0.0
symptoms1_Excessive blood loss,0.0
symptoms1_Excess salivation,0.0
symptoms1_Enlarged Thymus,0.0
symptoms1_Emaciation,0.0
symptoms1_Egg production stops,0.0
symptoms2_Blindness,0.0
symptoms2_Bloody diarrhea,0.0
AnimalName_Black-tailed deer,0.0
symptoms2_diarrhea,0.0
symptoms2_gasping for air,0.0
symptoms2_emaciation,0.0
symptoms2_dull ness,0.0
symptoms2_dry or tacky gums,0.0
symptoms2_drinking polluted water,0.0
symptoms2_dizziness and fainting,0.0
symptoms2_decreased stool production,0.0
symptoms2_high temperature,0.0
symptoms2_cough ,0.0
symptoms2_coughing ,0.0
symptoms2_confusion,0.0
symptoms2_change in milk,0.0
symptoms2_bloody discharge,0.0
symptoms2_Yellow or green dropping,0.0
symptoms2_high body temperaure,0.0
symptoms2_lathargy,0.0
symptoms2_Wound lesion,0.0
symptoms2_red-colored ,0.0
symptoms2_thirst,0.0
symptoms2_swelling problem,0.0
symptoms2_stunted growth,0.0
symptoms2_stumbling,0.0
symptoms2_stop drinking,0.0
symptoms2_sneeze,0.0
symptoms2_paralysis,0.0
symptoms2_loss of appetite,0.0
symptoms2_panting,0.0
symptoms2_nasal discharge,0.0
symptoms2_muscular spasms,0.0
symptoms2_morbidity,0.0
symptoms2_mild colic,0.0
symptoms2_lymphosarcoma,0.0
symptoms2_Yellow in beak,0.0
symptoms2_Wool loss,0.0
symptoms2_weakened legs,0.0
symptoms2_Swelling  in the bite area,0.0
symptoms2_Testical Pain,0.0
symptoms2_Tensemus,0.0
symptoms2_Tachypea,0.0
symptoms2_Swollen Eyelids,0.0
symptoms2_Swelling of face or leg,0.0
symptoms2_Swelling of eye,0.0
symptoms2_Swelling,0.0
symptoms2_Torticollis,0.0
symptoms2_Sudden Death,0.0
symptoms2_Sudden Abortion,0.0
symptoms2_Succumb,0.0
symptoms2_Straw colored,0.0
symptoms2_Straining,0.0
symptoms2_Stillbirth,0.0
symptoms2_Tiredness,0.0
symptoms2_Trauma,0.0
symptoms2_Willnot run to jump,0.0
symptoms2_Very cold skin,0.0
symptoms2_Wheezing,0.0
symptoms2_Weekness,0.0
symptoms2_Weakness,0.0
symptoms2_Wasting,0.0
symptoms2_Warm,0.0
symptoms2_Viability,0.0
symptoms2_Uteria inertia,0.0
symptoms2_Trouble walking,0.0
symptoms2_Unusally thin,0.0
symptoms2_Unilateral Nasal discharge,0.0
symptoms2_Uncharacteristic hiding,0.0
symptoms2_Ulcer on gum,0.0
symptoms2_Ulcer,0.0
symptoms2_Twitching,0.0
symptoms2_vomiting,0.0
symptoms3_Abdominal discomfort,0.0
symptoms2_Stiff,0.0
symptoms3_Dirty,0.0
symptoms3_Dullness,0.0
symptoms3_Dry skin,0.0
symptoms3_Dry or dull hair,0.0
symptoms3_Drooling,0.0
symptoms3_Dribbling of saliva,0.0
symptoms3_Discharge,0.0
symptoms3_Dilation of duodenum,0.0
symptoms3_Edema in lower jaw,0.0
symptoms3_Difficulty in rising,0.0
symptoms3_Difficulty in Swallowing,0.0
symptoms3_Difficult in respiration,0.0
symptoms3_Diarrhea,0.0
symptoms3_Despression,0.0
symptoms3_Depression,0.0
symptoms3_Ear infection,0.0
symptoms3_Emaciation,0.0
symptoms3_Decreased appetite,0.0
symptoms3_Fever,0.0
symptoms3_Grunting,0.0
symptoms3_Grinding of teeth,0.0
symptoms3_Gagging,0.0
symptoms3_Foul Breath,0.0
symptoms3_Flank,0.0
symptoms3_Flabby,0.0
symptoms3_Fast breathing,0.0
symptoms3_Enlargement of bones,0.0
symptoms3_Facial Paralysis,0.0
symptoms3_Eyeproblem,0.0
symptoms3_Eye disharge,0.0
symptoms3_Excessive drooling,0.0
symptoms3_Excess salivary,0.0
symptoms3_Enteritis,0.0
symptoms3_Dehydration,0.0
symptoms3_Death,0.0
symptoms3_Abdominal pain,0.0
symptoms3_Back Pain,0.0
symptoms3_Bloody,0.0
symptoms3_Blood on faces,0.0
symptoms3_Blood in stool,0.0
symptoms3_Blindness,0.0
symptoms3_Black on ear,0.0
symptoms3_Bad smell,0.0
symptoms3_Attack,0.0
symptoms3_Bloody droping,0.0
symptoms3_Ataxia,0.0
symptoms3_Asymptomatic,0.0
symptoms3_Aggressiveness,0.0
symptoms3_Agalactia,0.0
symptoms3_Abnormally long leg,0.0
symptoms3_Abnormal conformation,0.0
symptoms3_Bloody Diarrhea,0.0
symptoms3_Blooody Fluid,0.0
symptoms3_Darkened skin,0.0
symptoms3_Conjuctivtis,0.0
symptoms3_Crusty eye lashes and matting of eyelashes,0.0
symptoms3_Crusty,0.0
symptoms3_Coughing,0.0
symptoms3_Corneal Ulceration,0.0
symptoms3_Convulsion,0.0
symptoms3_Constipation,0.0
symptoms3_Congestion,0.0
symptoms3_Blue colored lip,0.0
symptoms3_Colic,0.0
symptoms3_Clearly unthrifty,0.0
symptoms3_Bottle Jaw,0.0
symptoms3_Blurry vision,0.0
symptoms3_Bluish white opacity,0.0
symptoms3_Blue straws,0.0
symptoms2_Stiffness,0.0
symptoms2_Stealing ,0.0
symptoms2_Body stiffness,0.0
symptoms2_Fatigue,0.0
symptoms2_Frequent eye Infections,0.0
symptoms2_Foot Hot,0.0
symptoms2_Fleece become thin,0.0
symptoms2_Fell unwell,0.0
symptoms2_Feels stiff,0.0
symptoms2_Feather Plucking,0.0
symptoms2_Facial muscle twitching,0.0
symptoms2_Hair tining,0.0
symptoms2_Facial defects,0.0
symptoms2_Eye ulcer,0.0
symptoms2_Eye redness,0.0
symptoms2_Eye closed,0.0
symptoms2_Exhaustion,0.0
symptoms2_Excession Salivation,0.0
symptoms2_Hair loss,0.0
symptoms2_Halitosis,0.0
symptoms2_Epistaxis,0.0
symptoms2_Infection,0.0
symptoms2_Lack of flying,0.0
symptoms2_Lack of coordination,0.0
symptoms2_Kicking,0.0
symptoms2_Kick,0.0
symptoms2_Itchiness,0.0
symptoms2_Inflammed eye,0.0
symptoms2_Hot joints,0.0
symptoms2_Heat,0.0
symptoms2_Horny growth,0.0
symptoms2_Holding limbs off the ground,0.0
symptoms2_Hepatitis,0.0
symptoms2_Hepatic failure,0.0
symptoms2_Hemolytic anemia,0.0
symptoms2_Heavy Breathing,0.0
symptoms2_Erythema,0.0
symptoms2_Enlarged lymph nodes,0.0
symptoms2_Lacrimation,0.0
symptoms2_Conjunctive,0.0
symptoms2_Death,0.0
symptoms2_Dark colored bloody,0.0
symptoms2_Dandruff in cat coat,0.0
symptoms2_Dandruff,0.0
symptoms2_Crusty,0.0
symptoms2_Convulsion,0.0
symptoms2_Clubbed Feather,0.0
symptoms2_Diarrhea,0.0
symptoms2_Circling,0.0
symptoms2_Chronic eye inflamation,0.0
symptoms2_Chills,0.0
symptoms2_Change in gait,0.0
symptoms2_Broody behavior,0.0
symptoms2_Bottle jaw,0.0
symptoms2_Depression,0.0
symptoms2_Diffculty breathing,0.0
symptoms2_Edema in lower jaw,0.0
symptoms2_Discomfort,0.0
symptoms2_Dyspnea,0.0
symptoms2_Dysentery,0.0
symptoms2_Dullness,0.0
symptoms2_Dull,0.0
symptoms2_Distress,0.0
symptoms2_Disharge from affected eye,0.0
symptoms2_Discharge from ear,0.0
symptoms2_Difficultty in Breathing,0.0
symptoms2_Diffulty chewing,0.0
symptoms2_Diffulty Swallowing,0.0
symptoms2_Difficulty walking,0.0
symptoms2_Difficulty in walking,0.0
symptoms2_Difficulty in breathing,0.0
symptoms2_Difficulty breathing,0.0
symptoms2_Lack of pigmentation,0.0
symptoms2_Lame,0.0
symptoms2_Staggering as drunk,0.0
symptoms2_Respiratory distress,0.0
symptoms2_Scartching ear,0.0
symptoms2_Scartching,0.0
symptoms2_Runny nose,0.0
symptoms2_Round patches,0.0
symptoms2_Rough coat,0.0
symptoms2_Rhinorrhea,0.0
symptoms2_Regurgitation of food,0.0
symptoms2_Seizures,0.0
symptoms2_Reduce growth,0.0
symptoms2_Reduce Reproductive potential,0.0
symptoms2_Redness of white of the eye,0.0
symptoms2_Redness of eye,0.0
symptoms2_Redness ,0.0
symptoms2_Rapid Breathing,0.0
symptoms2_Secondary Infection,0.0
symptoms2_Severe headache,0.0
symptoms2_Pox lession on skin,0.0
symptoms2_Slim over the shell,0.0
symptoms2_Splenomegaly,0.0
symptoms2_Speech delay,0.0
symptoms2_Sour Throat,0.0
symptoms2_Sore,0.0
symptoms2_Sneezing,0.0
symptoms2_Small and yellow bumps,0.0
symptoms2_Slightly Swollen,0.0
symptoms2_Short stature,0.0
symptoms2_Skin may thicken,0.0
symptoms2_Skin colour change,0.0
symptoms2_Skin Rashes,0.0
symptoms2_Skin Lesion,0.0
symptoms2_Signs in ewe,0.0
symptoms2_Sick,0.0
symptoms2_Preening,0.0
symptoms2_Poor coat condition,0.0
symptoms2_Lameness,0.0
symptoms2_Loss of  appetite,0.0
symptoms2_Lying on the side,0.0
symptoms2_Lying Down,0.0
symptoms2_Loss of earing,0.0
symptoms2_Loss of consciousness,0.0
symptoms2_Loss of appetite,0.0
symptoms2_Loss of Appetite,0.0
symptoms2_Lightheadedness ,0.0
symptoms2_Mild sneezing,0.0
symptoms2_Lethargy,0.0
symptoms2_Less Feather growth,0.0
symptoms2_Less Eat,0.0
symptoms2_Lesions on nose,0.0
symptoms2_Lesions ,0.0
symptoms2_Larynx,0.0
symptoms2_Malaise,0.0
symptoms2_Mummification,0.0
symptoms2_Poor appetite,0.0
symptoms2_Obstructed Lungs,0.0
symptoms2_Pneumonia ,0.0
symptoms2_Pawing at the face or nose,0.0
symptoms2_Paresis,0.0
symptoms2_Pains to Walk,0.0
symptoms2_Painfull,0.0
symptoms2_Oral lesion,0.0
symptoms2_Nostrils,0.0
symptoms2_Muscle Loss,0.0
symptoms2_Nosebleeds,0.0
symptoms2_No appp,0.0
symptoms2_Neurologic sign,0.0
symptoms2_Nervousness,0.0
symptoms2_Nasal discharge,0.0
symptoms2_Muscular Spasms,0.0
symptoms5_ pain and bloating,0.0
